Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor6,Sensor7,Sensor8,Sensor9,Sensor10,Sensor11,Sensor12,Sensor13,Sensor14,Sensor15,Sensor16,Sensor17,Sensor18,Sensor19,Sensor20,Sensor21,Sensor22,Sensor23,Sensor24,Sensor25,Sensor26,Sensor27,Sensor28,Sensor29,Sensor30,Sensor31,Sensor32,Sensor33,Sensor34,Sensor35,Sensor36,Sensor37,Sensor38,Sensor39,Sensor40,Sensor41,Sensor42,Sensor43,Sensor44,Sensor45,Sensor46,Sensor47,Sensor48,Sensor49,Sensor50,Sensor51,Sensor52,Sensor53,Sensor54,Sensor55,Sensor56,Sensor57,Sensor58,Sensor59,Sensor60,Sensor61,Sensor62,Sensor63,Sensor64,Sensor65,Sensor66,Sensor67,Sensor68,Sensor69,Sensor70,Sensor71,Sensor72,Sensor73,Sensor74,Sensor75,Sensor76,Sensor77,Sensor78,Sensor79,Sensor80,Sensor81,Sensor82,Sensor83,Sensor84,Sensor85,Sensor86,Sensor87,Sensor88,Sensor89,Sensor90,Sensor91,Sensor92,Sensor93,Sensor94,label
0.00035829,0.9919075,0.015432099,2.58e-19,0.0,1,0.63048106,0.3657718,0.024336284,0.0,0.0,0.0,0.21450998,0.4861589,0.47525218,0.9727225,0.001786944,0.14606278,0.44130304,0.0,0.0,0.001069136,0.0,0.004795026,0.025757415,0.0,1,0.21477307,0.0896447,0.41862652,0.014456055,0.012381866,0.11028672,0.11396343,0.87986404,0.17496982,0.25037074,0.0,0.0,0.0,0,0.097070746,0.44517505,0.33333334,0.0,0.042913176,0.86350405,0.28634128,0.41418642,0.99904126,0.89713347,0.87233794,0.001188025,0.003921569,0.015795024,0.02053999,0.48785785,0.03125,0.03306174,0.74999624,0.26649117,0.000272889,0.30747437,1.0,0.7879325,1.0,0.3926839,0.30508474,0.0990991,0.01584654,0.0625,1.0,0.022821374,0.0,0.0,1.0,0.011808589,0.1269906,0,-0.002014099,0.01010101,0.015151516,0.020833334,0.003083248,0.005154639,0.0,0.00854274,0.000921523,0.9338592,0.1375488,0.23531279,0.006494698,0.048228253,0.8333333,0
0.00035829,0.33065096,0.015432099,2.58e-19,0.0,1,0.63048106,0.37008628,0.030973451,0.0,0.0,0.0,0.41440818,0.7637427,0.5236555,0.9715602,0.001213209,0.3027422,0.47079396,0.0,0.0,3.77e-05,0.0,0.000316474,0.004201444,0.011352179,1,0.411114,0.08492094,0.4179966,0.2238508,0.19173215,0.1819624,0.1951509,0.7943044,0.25697228,0.375635,0.0,0.0,0.0,0,0.097070746,0.44517505,0.33333334,0.0,0.04275071,0.86348045,0.28634128,0.33137769,0.99905,0.80549645,0.87233794,0.001942258,0.003921569,0.23570573,0.044843584,0.8301795,0.34375,0.36655408,0.749992,0.26986837,0.000323834,0.36292347,1.0,0.7879325,1.0,0.45039043,0.66101694,0.0990991,0.03169308,0.125,0.0,0.026803818,0.62857145,0.6240982,1.0,0.54001695,0.1269906,0,-0.002014099,0.02020202,0.01010101,0.020833334,0.003083248,0.005154639,0.0,0.026300281,0.11150478,0.019649792,0.076792255,0.17565289,0.14260271,0.2756142,0.8036176,0
0.00035829,0.3304507,0.015432099,2.58e-19,4.01e-07,1,0.90207297,0.5113721,0.24832022,0.0,0.0,0.0,0.0,0.5904508,0.45979404,0.95525634,0.0,0.51817214,0.4418041,0.0,3e-05,0.0,0.0,0.0,0.024241725,0.04908556,1,0.35430366,0.08060834,0.41854158,0.54046005,0.46291354,0.18151127,0.19512889,0.43105683,0.3102824,0.37446547,0.0,0.0,0.0,0,0.09708707,0.0,1.0,0.0,0.043726664,0.8544117,0.28634128,0.24077854,0.9971084,0.7626762,0.8850902,0.003930055,0.003921569,0.5324954,0.04048255,0.8298125,0.34375,0.36799154,0.7526252,0.27528635,0.000573411,0.37622052,1.0,0.42728984,1.0,0.6882986,0.30508474,0.009009009,0.01501251,0.125,0.0,0.11577102,0.62857145,0.626935,1.0,0.55009234,0.1269906,0,1.0,0.1919192,1.0,0.020833334,0.07502569,0.072164945,1.0,0.000556797,0.2989685,0.4687721,0.1210672,0.22187988,0.25865364,0.43797043,0.8333333,0
0.00035829,0.33056006,0.015432099,2.58e-19,0.0,1,0.63048106,0.37248322,0.034660768,0.0,0.0,0.0,0.0,0.0,0.54099846,0.9797806,0.000396506,0.5008437,0.48641953,0.0,0.004649278,0.0,0.0,0.0,0.23067337,0.006522518,1,0.53769,0.12903266,0.42064393,0.22970662,0.36726606,0.18207632,0.19069879,0.77072304,0.3687494,0.37568894,0.693673,0.0,0.3352326,0,0.000145277,0.0,0.6666667,0.0,0.038168427,0.85525745,0.28634128,0.21536595,0.9961881,0.65153956,0.8723694,0.02082742,0.003921569,0.46869084,0.038462766,0.83208144,0.34375,0.36751238,0.7475368,0.27100578,0.000284057,0.420944,1.0,0.7879325,1.0,0.40070704,0.62711865,0.0990991,0.03169308,0.125,0.0,0.021867678,0.62857145,0.624465,1.0,0.5418339,0.1269906,0,0.0,0.030303031,0.015151516,0.020833334,0.003083248,0.005154639,0.005102041,0.0666894,0.004707358,0.24971408,0.4641009,0.4149439,0.28040272,0.34488872,0.794686,0
0.00035829,0.9917212,0.015432099,2.58e-19,3.13e-07,1,0.63032234,0.37736425,0.042122554,0.0,0.0,0.0,0.0,0.5176353,0.9023714,0.9760247,0.004406449,0.30366617,0.84138966,0.0,7.12e-05,0.0,0.0,0.0,0.03690986,0.107405595,1,0.098497264,0.2560744,0.7606517,0.06845927,0.79062307,0.11037898,0.11414491,0.8550325,0.19551134,0.25015497,0.4593599,0.0,1.0044899,0,0.09707514,0.16314588,0.33333334,0.30352303,0.054569293,0.8575971,0.28634128,0.4312375,0.99559027,0.7626762,0.8737465,0.014095746,0.003921569,0.10232391,0.018588383,0.48795155,0.9375,0.9988,0.7481483,0.30612913,0.000587652,0.27400118,1.0,0.7879325,1.0,0.42472556,0.45762712,0.0990991,0.2735613,0.125,1.0,0.06423283,0.42857143,0.42554727,1.0,0.36430013,0.1269906,0,0.093655586,0.14141414,0.04040404,0.010416667,0.023638232,0.041237112,0.030612245,0.4292493,0.33366007,0.8423862,0.108027615,0.1960263,0.23177268,0.18886779,0.564257,0
0.00035829,0.9915063,0.015432099,2.58e-19,3.41e-07,1,0.9030429,0.51082975,0.24725127,0.0,0.0,0.0,0.0,0.6085372,0.47287607,0.9816558,0.0,0.5376614,0.44084877,0.0,0.0,0.0,0.0,0.0,0.020000832,0.050556142,1,0.3990774,0.07987892,0.44618142,0.5519818,0.47278214,0.11047282,0.113691546,0.8954966,0.1635985,0.24937277,0.0,0.0,0.0,0,0.09702106,0.016026976,0.6666667,0.0,0.037270278,0.8544506,0.28634128,0.32537377,0.99704725,0.7626762,0.8829459,0.002265274,0.003921569,0.009795095,0.02043078,0.4881913,0.03125,0.034499206,0.75155485,0.27127838,0.000497161,0.29980952,1.0,0.73026067,1.0,0.39514047,0.37288135,0.009009009,0.017514596,0.125,1.0,0.10591244,0.0,0.0,1.0,0.000389644,0.1269906,0,1.0,0.1919192,1.0,0.020833334,0.07502569,0.072164945,1.0,0.000556797,0.30471483,0.4687721,0.14335373,0.2991711,0.36971217,0.47354677,0.8333333,0
0.00035829,0.9915075,0.015432099,2.58e-19,0.0,1,0.6298344,0.3691275,0.029498525,0.0,0.0,0.0,0.0,0.0,0.64781016,0.9265968,0.000168438,0.611341,0.56733763,0.0,0.003811101,0.0,0.0,0.0,0.25645915,0.02042351,1,0.53946763,0.11965146,0.39931408,0.22549714,0.36366057,0.11009693,0.11060313,0.77044755,0.29969528,0.25067753,0.7133875,0.0,0.29012325,0,0.000145277,0.0,0.6666667,0.0,0.037177287,0.85543674,0.28634128,0.2110469,0.99615,0.65654474,0.8723572,0.008847705,0.003921569,0.46408892,0.017399656,0.4894762,0.03125,0.034738783,0.747337,0.2691787,0.00025181,0.33116534,1.0,0.7879325,1.0,0.44221714,0.27118644,0.0990991,0.016680567,0.1875,1.0,0.019368676,0.0,0.004954451,1.0,0.0,0.1269906,0,0.0,0.030303031,0.015151516,0.020833334,0.003083248,0.005154639,0.005102041,0.0666894,0.004707358,0.24971408,0.46552265,0.4187636,0.28410858,0.34488872,0.7105263,0
0.00035829,0.9916553,0.015432099,2.58e-19,0.0,1,0.632421,0.37583894,0.03982301,0.0,0.0,0.0,0.0,0.0,0.8621475,0.9793082,0.000286882,0.3551938,0.7821912,0.0,0.002539004,0.0,0.0,0.0,0.29322848,0.016312463,1,0.05689478,0.2477218,0.6640185,0.041706122,0.03572203,0.11047966,0.11069074,0.8702699,0.19336247,0.25053567,0.7065721,0.0,0.2786595,0,0.000145277,0.0,0.6666667,0.0,0.037814133,0.85604453,0.28634128,0.23215882,0.9962345,0.70810467,0.87245345,0.020968098,0.003921569,0.045559514,0.016765915,0.48952007,0.03125,0.034499206,0.74794805,0.26649058,0.000249441,0.31167853,1.0,0.7879325,1.0,0.37940642,0.30508474,0.0990991,0.016680567,0.125,1.0,0.0190816,0.0,0.004183284,1.0,0.0,0.1269906,0,0.0,0.030303031,0.015151516,0.020833334,0.003083248,0.005154639,0.0,0.066650406,0.24855568,0.23664865,0.055744607,0.1073427,0.08987551,0.070241265,0.812749,0
0.00035829,0.33048376,0.015432099,2.58e-19,4.17e-07,1,0.63048106,0.37919462,0.04498525,0.0,0.0,0.0,0.0,0.3430903,0.474369,0.9694427,0.001905297,0.19681294,0.44569713,0.0,0.0,0.0,0.0,0.0,0.06430555,0.002566907,1,0.20852052,0.0755233,0.41566005,0.117427446,0.63549167,0.18132828,0.19477917,0.7221106,0.26194817,0.37361377,0.0,0.0,0.0,0,0.097090036,0.0,0.6666667,0.9593496,0.061489392,0.8553819,0.28634128,0.44913435,0.9972627,0.7626762,0.87222195,0.005597521,0.003921569,0.1286694,0.040920876,0.8281474,0.34375,0.3684707,0.74791235,0.25995344,0.000582964,0.37953186,1.0,0.7879325,1.0,0.647725,0.2542373,0.0990991,0.01501251,0.125,0.0,0.119871065,0.42857143,0.62126136,1.0,0.54460436,0.1269906,0,0.093655586,0.14141414,0.04040404,0.010416667,0.023638232,0.020618556,1.0,0.21045156,0.23926419,0.15542854,0.3769542,0.29026014,0.3031636,0.062496837,0.8333333,0
0.00035829,0.991746,0.015432099,2.58e-19,0.0,1,0.6308968,0.37248322,0.034660768,0.0,0.0,0.0,0.0,0.08446887,0.47328895,0.9783072,0.001365995,0.22936472,0.44221207,0.7170007,0.002142772,0.0,0.0,0.0,0.06845292,0.09763753,1,0.20844693,0.069721706,0.4145681,0.37460464,0.48567814,0.11049044,0.11362858,0.88037056,0.24335161,0.24945691,0.0,0.0,0.0,0,0.097039856,0.9454924,0.6666667,0.0,0.035151187,0.85597354,0.28634128,0.3374181,0.9963992,0.74488103,0.86959845,0.037234258,0.003921569,0.41026676,0.019624267,0.48934346,0.03125,0.037853297,0.74720216,0.34861207,0.000219664,0.28418335,1.0,0.7879325,1.0,0.29997212,0.30508474,0.0990991,0.016680567,0.1875,1.0,0.023895405,0.0,0.001140895,1.0,0.001340698,0.1269906,0,0.008056395,0.02020202,0.0,0.020833334,0.003083248,0.0,0.005102041,0.1615784,0.010194609,0.033258453,0.6572662,0.6165586,0.4768592,0.4998815,0.8333333,0
0.00035829,0.9917541,0.015432099,2.58e-19,3.59e-07,1,0.63048106,0.40223715,0.080088496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.02981826,0.5604505,0.11038133,0.11398809,0.88633823,0.20859304,0.25037426,0.0,0.0,0.0,0,0.097086534,0.0,0.6666667,0.0,0.037858173,0.8581215,0.28634128,0.37967977,0.998564,0.7626762,0.8723253,0.003103689,0.003921569,0.032644376,0.019497672,0.48772177,0.03125,0.033301316,0.749994,0.31984025,0.00058549,0.3222395,1.0,0.7879325,1.0,0.4151336,0.7118644,0.0990991,0.03502919,0.125,1.0,0.051365357,0.42857143,0.0,1.0,0.000122459,0.1269906,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.00035829,0.99183065,0.015432099,2.58e-19,0.0,1,0.62963235,0.3443792,-0.008573009,0.0,0.0,0.0,0.0,0.028503291,0.47429705,0.973719,0.016294366,0.14598574,0.4424837,0.0,0.0,0.0,0.0,0.0,0.091900356,0.08451602,1,0.11806487,0.07901701,0.42345402,0.6232808,0.6559189,0.110325955,0.11232544,0.8649392,0.17694806,0.24949403,0.0,0.013289423,0.0,0,0.097071595,0.13807398,0.33333334,0.0,0.039547432,0.85433835,0.28634128,0.28172758,0.99614584,0.66972166,0.86995435,0.001182576,0.003921569,0.085533984,0.015458841,0.48773772,0.03125,0.03641583,0.7499847,0.25165442,0.00022165,0.3455705,1.0,0.7879325,1.0,0.5509642,0.3559322,0.0990991,0.01584654,0.125,1.0,0.023883874,0.42857143,0.0,1.0,0.0,0.1269906,0,0.003021148,0.030303031,0.0,0.020833334,0.003083248,0.005154639,0.0,0.06869627,0.20306176,0.0856316,0.20252846,0.19647935,0.19510159,0.23026042,0.0,0
0.00035829,0.99170643,0.015432099,2.58e-19,0.0,1,0.6289178,0.37486154,0.038319442,0.0,0.0,0.0,0.0,0.0,0.4744758,0.9818746,0.000367982,0.19447525,0.44570822,0.0,0.005040268,0.0,0.0,0.0,0.27929133,0.030671598,1,0.08769998,0.08414506,0.42124778,0.042917524,0.036759615,0.110332735,0.11068227,0.8741441,0.20736724,0.25062755,0.70469487,0.0,0.33381277,0,0.000145277,0.0,0.6666667,0.0,0.038132258,0.8558679,0.28634128,0.23654869,0.99624866,0.7018808,0.8723509,0.030021794,0.003921569,0.04688429,0.015988048,0.4895559,0.9375,0.99903953,0.7481472,0.2639688,0.000258178,0.314704,1.0,0.7879325,1.0,0.3806402,0.10169491,0.0990991,0.2560467,0.125,1.0,0.01973534,0.42857143,0.42761397,1.0,0.36226937,0.1269906,0,0.0,0.030303031,0.015151516,0.020833334,0.003083248,0.005154639,0.0,0.066650406,0.24855568,0.23664865,0.07509341,0.18080907,0.122672945,0.1500726,0.8333333,0
0.00035829,0.99167013,0.015432099,2.58e-19,0.0,1,0.6301909,0.38880286,0.05981015,0.0,0.0,0.0,0.0,0.6862209,0.47502118,0.9810324,0.001023102,0.2962389,0.44228688,0.64857185,0.002348605,0.0,0.0,0.0,0.045696322,0.0980246,1,0.3442208,0.06490288,0.41556746,0.07628166,0.23015925,0.11041747,0.11359085,0.88935,0.23061441,0.24952465,0.0,0.019205045,0.0,0,0.097039856,0.9454924,0.6666667,0.0,0.058331337,0.8560467,0.28634128,0.6414882,0.9963952,0.7802817,0.87005776,0.03364215,0.003921569,0.083655946,0.020929737,0.48933575,0.9375,0.9992791,0.74790025,0.27004632,0.000230338,0.28575492,1.0,0.7879325,1.0,0.23452172,0.8135593,0.0990991,0.29274395,0.125,1.0,0.02617261,0.42857143,0.42769325,1.0,0.37950325,0.1269906,0,0.003021148,0.032323234,0.0,0.020833334,0.003083248,0.005154639,0.005102041,0.07196305,0.39633837,0.033258453,0.24027568,0.60752326,0.53290516,0.5005567,0.8333333,0
0.00035829,0.99174213,0.015432099,2.58e-19,3.43e-07,1,0.866184,0.48506954,0.20787269,0.0,0.0,0.0,0.0,0.5260446,0.4542849,0.94902825,0.0,0.45683163,0.42400682,0.0,0.0,0.0,0.0,0.0,0.025562437,0.010283468,1,0.19558021,0.0695024,0.4220107,0.47197276,0.40425298,0.110361956,0.11370224,0.7646033,0.25820756,0.24908388,0.0,0.0,0.0,0,0.09709051,0.0,1.0,0.0,0.06287764,0.8544221,0.28634128,0.5114189,0.9970461,0.7626762,0.8877881,0.003713875,0.003921569,0.45749274,0.019290283,0.48823822,0.9375,0.99903953,0.7522953,0.27160755,0.000513035,0.2991508,1.0,0.71993643,1.0,0.45897856,0.33898306,0.009009009,0.3152627,0.125,1.0,0.10849658,0.42857143,0.42835832,1.0,0.37020257,0.1269906,0,1.0,0.1919192,1.0,0.020833334,0.07502569,0.072164945,1.0,0.000556797,0.27053082,0.46263063,0.21158706,0.3327201,0.52546203,0.31142956,0.8333333,0
