Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor6,Sensor7,Sensor8,Sensor9,Sensor10,Sensor11,Sensor12,Sensor13,Sensor14,Sensor15,Sensor16,Sensor17,Sensor18,Sensor19,Sensor20,Sensor21,Sensor22,Sensor23,Sensor24,Sensor25,Sensor26,Sensor27,Sensor28,Sensor29,Sensor30,Sensor31,Sensor32,Sensor33,Sensor34,Sensor35,Sensor36,Sensor37,Sensor38,Sensor39,Sensor40,Sensor41,Sensor42,Sensor43,Sensor44,Sensor45,Sensor46,Sensor47,Sensor48,Sensor49,Sensor50,Sensor51,Sensor52,Sensor53,Sensor54,Sensor55,Sensor56,Sensor57,Sensor58,Sensor59,Sensor60,Sensor61,Sensor62,Sensor63,Sensor64,Sensor65,Sensor66,Sensor67,Sensor68,Sensor69,Sensor70,Sensor71,Sensor72,Sensor73,Sensor74,Sensor75,Sensor76,Sensor77,Sensor78,Sensor79,Sensor80,Sensor81,Sensor82,Sensor83,Sensor84,Sensor85,Sensor86,Sensor87,Sensor88,Sensor89,Sensor90,Sensor91,Sensor92,Sensor93,Sensor94,new_label
0.00035829,0.9918057,0.015432099,2.58e-19,0.0,1,0.63048106,0.34541386,-0.006981317,0.0,0.0,0.0,0.0,0.028503291,0.5344681,0.9749659,0.016147923,0.26769865,0.48029733,0.0,0.0,0.0,0.0,0.0,0.023291226,0.189303,1,0.5025477,0.07281253,0.4239907,0.57278585,0.61266905,0.11052988,0.112295456,0.86425453,0.17376433,0.24955058,0.0,0.013160611,0.0,0,0.097071595,0.13807398,0.33333334,0.0,0.039990403,0.85405856,0.28634128,0.2723599,0.99610656,0.67109257,0.8692514,0.000993872,0.003921569,0.030192345,0.015157166,0.48768467,0.03125,0.036655407,0.7499861,0.2511924,0.000220684,0.35374588,1.0,0.7879325,1.0,0.54010504,0.7118644,0.0990991,0.03502919,0.125,1.0,0.023769911,0.42857143,0.85142124,1.0,0.7089585,0.1269906,0,0.003021148,0.030303031,0.0,0.020833334,0.003083248,0.005154639,0.0,0.052430224,0.19835146,0.07143805,0.12950629,0.45732304,0.63380367,0.20770802,0.79867256,0
0.00035829,0.99347043,0.015432099,2.58e-19,0.0,1,0.8729738,0.518792,0.2597345,0.81093854,0.47680578,0.47680578,0.6846175,0.4763803,0.4734958,0.97490275,0.01683688,0.15742597,0.44174844,0.0,0.0,0.0,0.0,0.0,0.20563869,0.117697574,1,0.16832975,0.07446941,0.34440932,0.65112793,0.002578347,0.18193044,0.19374529,0.9166871,0.22287798,0.01568495,0.0,0.0,0.0,0,0.097073495,0.005444808,0.33333334,0.0,0.058007453,0.8541525,0.28634128,0.42776245,0.99613094,0.76443756,0.003915513,0.001160064,0.003921569,0.003253395,0.04049138,0.82946306,0.21875,0.23394774,0.0,0.0,8.22e-05,0.14588563,1.0,0.7879325,0.07007657,0.31564945,0.20338982,0.0,0.010008341,0.125,1.0,0.00603173,0.42857143,0.5106258,1.0,0.42309484,0.1269906,1,0.003021148,0.030303031,0.0,0.020833334,0.003083248,0.005154639,0.005102041,0.07060946,0.20360114,0.0856316,0.21385957,0.32263848,0.2617513,0.3694707,0.8333333,0
0.00035829,0.9945296,0.015432099,2.58e-19,3.38e-07,1,0.8729738,0.5167785,0.25663716,0.81093854,0.47800833,0.47800833,0.0,0.38742206,0.47120878,0.9855028,0.004566324,0.2601484,0.4405766,0.0,0.0,0.0,0.0,0.0,0.084730245,0.1545214,1,0.37628195,0.0684592,0.38135222,0.8386648,0.63277185,0.110379376,0.11417152,0.71017146,0.25110582,0.006720135,0.0,0.0,0.0,0,0.09692265,0.52650005,0.33333334,0.30352303,0.038333163,0.8574328,0.28634128,0.28479856,0.99566954,0.7626762,0.005470687,0.043555837,0.003921569,0.0,0.016842239,0.4879942,0.21875,0.23350985,0.0,0.0,0.000144359,0.09445585,1.0,0.7879325,0.25306398,0.31564945,0.20338982,0.009009009,0.010842369,0.125,1.0,0.012743794,0.42857143,0.0,1.0,0.0,0.1269906,1,0.093655586,0.14141414,0.04040404,0.010416667,0.023638232,0.041237112,0.030612245,0.4292493,0.2975699,0.8423862,0.1704021,0.20068784,0.2656799,0.18796037,0.8333333,0
0.00035829,0.9951088,0.015432099,2.58e-19,0.0,1,0.8723918,0.518792,0.2597345,0.81021774,0.47680578,0.47680578,0.68457204,0.4763618,0.4734844,0.9748308,0.016446564,0.16175218,0.44136754,0.0,0.0,0.0,0.0,0.0,0.15540743,0.12088756,1,0.16828367,0.07546513,0.42389962,0.6397453,0.002578347,0.11055283,0.11228885,0.9049279,0.15376371,0.01471503,0.0,0.0,0.0,0,0.097073495,0.005444808,0.33333334,0.0,0.039931,0.85405046,0.28634128,0.2844486,0.996086,0.71925455,0.003584628,0.000814452,0.003921569,0.003253395,0.01615898,0.48766503,0.21875,0.23394774,0.0,0.0,7.94e-05,0.14523037,1.0,0.7879325,0.06972745,0.31564945,0.20338982,0.0,0.010008341,0.125,1.0,0.005847272,0.42857143,0.0,1.0,0.0,0.1269906,1,0.003021148,0.030303031,0.0,0.020833334,0.003083248,0.005154639,0.005102041,0.07060946,0.20360114,0.0856316,0.21385957,0.32263848,0.26152885,0.3694707,0.8333333,0
0.00035829,0.99255705,0.015432099,2.58e-19,0.0,1,0.87200385,0.42114094,0.109513275,0.8102628,0.4652314,0.4652314,0.39205554,0.70607966,0.47296306,0.9810796,0.000868383,0.28719422,0.44220492,0.6049988,0.002678462,0.0,0.0,0.0,0.061500102,0.1042872,1,0.3933268,0.06485846,0.41575807,0.11455457,0.000226617,0.110366516,0.11364856,0.83294076,0.23177445,0.00048496,0.0,0.0,0.0,0,0.097039856,0.0,0.0,0.0,0.058235083,0.85590875,0.28634128,0.64546734,0.9963799,0.76288587,0.0,0.02377977,0.003921569,0.000254353,0.021320624,0.48938188,0.21875,0.23502585,0.0,0.0,8.75e-05,0.14414659,1.0,0.7879325,0.16655818,0.31564945,0.15254237,0.0,0.010008341,0.125,1.0,0.006300346,0.42857143,0.4271273,1.0,0.3790527,0.1269906,1,0.003021148,0.032323234,0.0,0.020833334,0.008221994,0.005154639,0.005102041,0.09100925,0.39846605,0.033258453,0.30058584,0.035279337,0.021674542,0.013465578,0.8333333,0
0.00035829,0.99115777,0.015432099,2.58e-19,0.0,1,0.8723918,0.42013422,0.107964605,0.81057817,0.4671855,0.4671855,0.3920392,0.70607305,0.4714656,0.9805823,0.000874237,0.28816855,0.44168,0.7120001,0.002142771,0.0,0.0,0.0,0.056977842,0.10557071,1,0.39330956,0.06472502,0.41562632,0.100378275,0.000226617,0.11038376,0.11361254,0.85291487,0.2314576,0.0,0.0,0.0,0.0,0,0.097039856,0.0,0.0,0.0,0.058284014,0.85604674,0.28634128,0.63748896,0.99641687,0.76971793,0.0,0.018050466,0.003921569,0.000254353,0.020944262,0.48936787,0.21875,0.23502585,0.0,0.0,8.75e-05,0.14430955,1.0,0.7879325,0.16791734,0.31564945,0.22033899,0.0,0.010008341,0.125,1.0,0.006314488,0.42857143,0.42764354,1.0,0.37992397,0.1269906,1,0.003021148,0.032323234,0.0,0.020833334,0.008221994,0.005154639,0.005102041,0.09100925,0.39846605,0.033258453,0.30058584,0.035279337,0.021599544,0.013465578,0.8333333,0
0.00035829,0.99084634,0.015432099,2.58e-19,0.0,1,0.87200385,0.420302,0.108222716,0.81093854,0.46673456,0.46673456,0.39200386,0.7060585,0.47213972,0.98089147,0.000663483,0.28489906,0.44186315,0.62249917,0.001939579,0.0,0.0,0.0,0.0685339,0.096377864,1,0.3932754,0.06819257,0.4157252,0.117329285,0.000226617,0.110417865,0.11362812,0.8202125,0.22834411,0.000692798,0.0,0.0,0.0,0,0.097039856,0.0,0.0,0.0,0.05466085,0.8558401,0.28634128,0.58081216,0.99637085,0.73758143,0.0,0.012426694,0.003921569,0.000254353,0.02099475,0.48932254,0.21875,0.23502585,0.0,0.0,8.79e-05,0.14634864,1.0,0.7879325,0.16807456,0.31564945,0.15254237,0.0,0.010008341,0.125,1.0,0.006335473,0.5714286,0.5688737,1.0,0.5005743,0.1269906,1,0.003021148,0.032323234,0.0,0.020833334,0.008221994,0.005154639,0.005102041,0.09100925,0.39846605,0.033258453,0.30058584,0.035279337,0.021446452,0.013465578,0.8333333,0
0.00035829,0.9933713,0.015432099,2.58e-19,0.0,1,0.8729738,0.5174497,0.25766963,0.81093854,0.47800833,0.47800833,0.68458766,0.4763682,0.47362992,0.97485566,0.016891487,0.16173494,0.44194397,0.0,0.0,0.0,0.0,0.0,0.20755348,0.13652146,1,0.16829883,0.07365151,0.42389905,0.6514664,0.002578347,0.11039698,0.112307146,0.88688475,0.1645371,0.015449403,0.0,0.0,0.0,0,0.097073495,0.005444808,0.33333334,0.0,0.03904704,0.85410875,0.28634128,0.28194994,0.9961257,0.7115601,0.0037611,0.000897874,0.003921569,0.003253395,0.01644164,0.4876851,0.21875,0.23394774,0.0,0.0,8.05e-05,0.14636895,1.0,0.7879325,0.07064668,0.31564945,0.20338982,0.0,0.010008341,0.125,1.0,0.005993543,0.42857143,0.8511923,1.0,0.71006066,0.1269906,1,0.003021148,0.030303031,0.0,0.020833334,0.003083248,0.005154639,0.005102041,0.07060946,0.20360114,0.0856316,0.21385957,0.32263848,0.2616034,0.3694707,0.8333333,0
0.00035829,0.9884265,0.015432099,2.58e-19,0.0,1,0.87200385,0.42197987,0.110803835,0.8100375,0.4644798,0.4644798,0.39198643,0.7060517,0.4706476,0.9810992,0.000946439,0.28486842,0.44138703,0.8300008,0.00230902,0.0,0.0,0.0,0.013036552,0.082843475,1,0.39325812,0.06441392,0.41600844,0.10222604,0.000226617,0.11024195,0.11363689,0.80415314,0.21689147,0.000467639,0.0,0.0,0.0,0,0.097039856,0.0,0.0,0.0,0.036995985,0.855903,0.28634128,0.35703,0.99636185,0.6882255,0.0,0.023435976,0.003921569,0.000254353,0.020228209,0.48935097,0.21875,0.23502585,0.0,0.0,8.79e-05,0.1430358,1.0,0.7879325,0.16835228,0.31564945,0.13559322,0.0,0.010008341,0.125,1.0,0.006523973,0.85714287,0.85192347,1.0,0.74638623,0.1269906,1,0.003021148,0.032323234,0.0,0.020833334,0.008221994,0.005154639,0.005102041,0.09100925,0.39846605,0.033258453,0.30058584,0.035279337,0.021370744,0.013465578,0.8333333,0
0.00035829,0.33061457,0.015432099,2.58e-19,0.0,1,0.629983,0.37039724,0.031451806,0.0,0.0,0.0,0.115086116,0.6423418,0.5358658,0.9703348,0.001428519,0.20891713,0.4784461,0.0,0.0,2.5e-05,0.0,0.000386559,0.004657661,0.001544628,1,0.11148475,0.090542845,0.41743186,0.12639144,0.10825649,0.18194915,0.19516687,0.6977938,0.29360124,0.37563372,0.0,0.0,0.0,0,0.097070746,0.44517505,0.33333334,0.0,0.042776838,0.8634582,0.28634128,0.47739705,0.9990267,0.7466338,0.8723357,0.00224844,0.003921569,0.12911847,0.04102035,0.8302487,0.9375,0.9988,0.7499976,0.2650352,0.000326041,0.3723881,1.0,0.7879325,1.0,0.32024646,0.8135593,0.0990991,0.09007506,0.0625,0.0,0.02705904,0.0,0.0,1.0,1.1e-05,0.1269906,0,-0.002014099,0.02020202,0.015151516,0.020833334,0.003083248,0.005154639,0.0,0.022355448,0.058483016,0.970063,0.46499798,0.16888994,0.22347468,0.06716108,0.79591835,1
0.00035829,0.3305647,0.015432099,2.58e-19,0.0,1,0.63048106,0.3743878,0.037590686,0.0,0.0,0.0,0.61057025,0.8433034,0.5245916,0.97074676,0.001269474,0.363109,0.4705705,0.0,0.0,1.97e-05,0.0,0.000288823,0.003653178,0.021663506,1,0.6075102,0.113182634,0.41767213,0.11305283,0.09683174,0.18194667,0.19518766,0.7357437,0.27730358,0.37563372,0.0,0.0,0.0,0,0.097070746,0.44517505,0.33333334,0.0,0.04193757,0.8635162,0.28634128,0.47996423,0.9990406,0.761107,0.87233365,0.002071106,0.003921569,0.11452982,0.04104181,0.83027077,0.9375,0.9988,0.74999124,0.26606163,0.000325387,0.36808044,1.0,0.7879325,1.0,0.31609026,0.8135593,0.0990991,0.09007506,0.0625,0.0,0.027020976,0.0,0.0,1.0,2.21e-05,0.1269906,0,-0.002014099,0.02020202,0.01010101,0.020833334,0.003083248,-0.002061856,0.005102041,0.029316328,0.13745914,0.02900333,0.22819147,0.51207674,0.45652395,0.49815664,0.8038462,1
0.00035829,0.33053336,0.015432099,2.58e-19,0.0,1,0.62984294,0.36259273,0.019174041,0.0,0.0,0.0,0.21313377,0.068084955,0.53585863,0.97544193,0.0004945,0.28918928,0.47796392,0.0,0.005042405,0.119580135,0.003849256,0.000216268,0.20845738,0.07033997,1,0.21220192,0.085413225,0.41766146,0.11384154,0.09750728,0.18197787,0.19472982,0.91666406,0.23914066,0.37563252,0.0,0.0,0.0,0,0.09701384,0.0,0.0,0.0,0.042441446,0.85415184,0.88987255,0.37783566,0.99643433,0.7626762,0.8723385,0.00262857,0.003921569,0.12187352,0.039653093,0.82857674,0.9375,0.99903953,0.749992,0.2626983,0.000366866,0.44007322,1.0,0.7879325,1.0,0.35792574,0.86440676,0.11911912,0.095079236,0.125,0.0,0.029591395,0.0,0.0,1.0,0.005242123,0.1269906,0,0.028197382,0.02020202,0.02020202,0.020833334,0.003083248,0.005154639,0.0,0.001612797,0.000911313,0.014982025,0.23223333,0.015803201,0.010344867,0.010099806,0.7963964,1
0.00035829,0.33051807,0.015432099,2.58e-19,0.0,1,0.6299043,0.37030655,0.031312287,0.0,0.0,0.0,0.4491818,0.5813386,0.49482155,0.9752883,0.001254763,0.19601616,0.45235962,0.0,0.0,0.000103944,0.0,0.000622585,0.02188634,0.001341552,1,0.44963276,0.090706915,0.41956264,0.1264503,0.10830691,0.18192273,0.19516772,0.69736916,0.29544714,0.37563625,0.0,0.0,0.0,0,0.097070746,0.44517505,0.33333334,0.0,0.042745065,0.8636497,0.28634128,0.47741255,0.9990388,0.75454813,0.8723297,0.002267823,0.003921569,0.12918288,0.04079474,0.83026326,0.9375,0.9988,0.74999124,0.26558596,0.0003257,0.37958714,1.0,0.7879325,1.0,0.32202768,0.8135593,0.0990991,0.09007506,0.0625,0.0,0.027022904,0.0,0.0,1.0,4.41e-05,0.1269906,0,-0.002014099,0.02020202,0.015151516,0.020833334,0.003083248,0.005154639,0.0,0.015051409,0.03856435,0.9338592,0.3514079,0.54732364,0.5021266,0.048228253,0.31666666,1
0.00035829,0.99172586,0.015432099,2.58e-19,0.0,1,0.6295111,0.3691275,0.029498525,0.0,0.0,0.0,0.0,0.06777345,0.67499155,0.980984,0.000754549,0.36490956,0.5625245,0.7333336,0.002483479,0.0,0.0,0.0,0.3261511,0.085094064,1,0.16723873,0.11014721,0.41578728,0.33171606,0.44894332,0.11038564,0.11361036,0.61568886,0.2613812,0.24926887,0.0,0.0,0.0,0,0.097039856,0.9454924,0.6666667,0.0,0.03765135,0.8559377,0.28634128,0.35578617,0.9964136,0.5627959,0.87011164,0.044174913,0.003921569,0.36323527,0.020709362,0.48931986,0.28125,0.30378467,0.74803734,0.2803871,0.000221748,0.2753963,1.0,0.7879325,1.0,0.30904722,0.91525424,0.0990991,0.04670559,2.5,1.0,0.025550233,0.85714287,0.85254544,1.0,0.7597732,0.1269906,0,0.008056395,0.02020202,0.0,0.020833334,0.003083248,0.0,0.005102041,0.1540709,0.010194609,0.033258453,0.5797392,0.56882024,0.42052764,0.4998815,0.712963,1
0.00035829,0.9917241,0.015432099,2.58e-19,0.0,1,0.6297907,0.37534544,0.039063856,0.0,0.0,0.0,0.060232885,0.62009406,0.52613366,0.9722845,0.001293816,0.18714386,0.47106922,0.0,0.0,1.85e-05,0.0,0.00030577,0.00383775,0.000822531,1,0.056573123,0.105658434,0.41748145,0.10359005,0.0887267,0.11038916,0.11391639,0.7591616,0.23596403,0.25037953,0.0,0.0,0.0,0,0.097070746,0.44517505,0.33333334,0.0,0.04248054,0.8634902,0.28634128,0.4762134,0.99904144,0.7586464,0.8723318,0.001801465,0.003921569,0.10417344,0.019247586,0.4878235,0.9375,0.9988,0.7499927,0.26677543,0.000284975,0.310234,1.0,0.7879325,1.0,0.21090294,0.45762712,0.0990991,0.42368641,0.0625,1.0,0.023756275,0.42857143,0.4255215,1.0,0.36454856,0.1269906,0,-0.002014099,0.02020202,0.015151516,0.020833334,0.003083248,0.005154639,0.0,0.01904385,0.050427813,0.970063,0.41403607,0.09725559,0.111395806,0.062144898,0.8033473,1
